Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,,,
-1.776e-07,-0.04,-0.012,0,-0.008
-1.772e-07,0,-0.004,0.016,-0.008
-1.768e-07,-0.04,0.012,0.008,0
-1.764e-07,-0.04,0.004,0.008,0
-1.760e-07,0,0.004,0.008,0
-1.756e-07,0,0.004,0.016,0
-1.752e-07,0,0.004,0.016,0
-1.748e-07,0,-0.012,0.016,0.008
-1.744e-07,0,-0.012,0.016,0.008
-1.740e-07,0,0.004,0,0.008
-1.736e-07,-0.04,-0.004,-0.008,0
-1.732e-07,-0.04,0.004,0,0
-1.728e-07,-0.04,0.004,0.008,0.008
-1.724e-07,0,0.004,0.008,0
-1.720e-07,-0.04,-0.012,0.008,-0.008
-1.716e-07,-0.04,-0.012,0.008,0
-1.712e-07,0,-0.012,-0.008,0.008
-1.708e-07,0,-0.012,0,0
-1.704e-07,0,-0.012,0,0
-1.700e-07,0,-0.004,0,0
-1.696e-07,-0.04,-0.004,0.008,0
-1.692e-07,0,-0.012,0.016,0
-1.688e-07,-0.04,-0.004,0.008,-0.008
-1.684e-07,-0.04,0.004,0.008,-0.008
-1.680e-07,0,0.004,0.016,-0.008
-1.676e-07,0,0.02,0.016,0
-1.672e-07,0,0.012,0.016,0.008
-1.668e-07,-0.04,0.004,0.016,0
-1.664e-07,0,0.004,0.016,0.008
-1.660e-07,-0.04,0.004,0.008,0.008
-1.656e-07,0,0.004,0.024,0.016
-1.652e-07,-0.04,-0.004,0.024,0.008
-1.648e-07,0,-0.004,0.024,0.016
-1.644e-07,0,-0.004,0.024,0.008
-1.640e-07,0,-0.004,0.016,0.008
-1.636e-07,0,0.004,0,0.008
-1.632e-07,-0.04,0.004,-0.008,0
-1.628e-07,-0.04,-0.004,0.008,0
-1.624e-07,-0.04,-0.004,-0.008,0.008
-1.620e-07,0,0.004,0.008,0.008
-1.616e-07,-0.04,0.004,0.016,0
-1.612e-07,0,0.004,0,0
-1.608e-07,-0.04,0.012,-0.008,0
-1.604e-07,0,-0.004,-0.008,0
-1.600e-07,0,-0.012,-0.008,0.008
-1.596e-07,-0.04,-0.012,0,0.016
-1.592e-07,-0.04,-0.012,0.008,0.008
-1.588e-07,-0.04,-0.012,0.008,0
-1.584e-07,-0.04,0.004,0.008,0
-1.580e-07,-0.04,0.004,0.008,-0.008
-1.576e-07,0,-0.02,0.008,0.008
-1.572e-07,-0.04,-0.012,0.008,0.008
-1.568e-07,0,-0.004,0.016,0.008
-1.564e-07,0,0.004,0.008,0.008
-1.560e-07,0,0.012,0.008,0.008
-1.556e-07,-0.04,0.02,0,0.008
-1.552e-07,-0.04,0.004,0,0.016
-1.548e-07,-0.04,0.004,0,0.016
-1.544e-07,0,0.004,0,0.016
-1.540e-07,0,-0.004,0.008,0.008
-1.536e-07,0,-0.012,0,0
-1.532e-07,0,0.012,0,0.008
-1.528e-07,-0.04,0.004,-0.008,0.008
-1.524e-07,0,-0.02,-0.008,0
-1.520e-07,0,-0.004,0,0.008
-1.516e-07,0,0.004,-0.008,-0.008
-1.512e-07,0,-0.004,0.016,-0.016
-1.508e-07,0,-0.012,0.016,-0.008
-1.504e-07,-0.04,-0.012,0.008,-0.008
-1.500e-07,-0.04,-0.02,0.008,0
-1.496e-07,-0.04,-0.02,0.016,-0.008
-1.492e-07,0,-0.004,0.016,-0.008
-1.488e-07,-0.04,0.004,0.008,-0.008
-1.484e-07,-0.04,-0.004,0.008,-0.008
-1.480e-07,0,0.004,0.008,-0.008
-1.476e-07,0,0.004,0.016,-0.008
-1.472e-07,0,-0.02,0.024,0
-1.468e-07,0,-0.012,0.024,0
-1.464e-07,0,0.004,0.016,0
-1.460e-07,-0.04,0.012,0.016,0.008
-1.456e-07,-0.04,0.02,0.016,0.016
-1.452e-07,-0.04,0.02,0.016,0.008
-1.448e-07,0,0.004,0.016,-0.008
-1.444e-07,0,0.004,0.016,-0.008
-1.440e-07,0,0.012,0.008,-0.008
-1.436e-07,-0.04,0.012,0.008,-0.008
-1.432e-07,-0.04,0.004,0.008,0
-1.428e-07,-0.04,0.004,0.008,0.008
-1.424e-07,-0.04,-0.004,0,0.008
-1.420e-07,0,-0.012,0.016,0.024
-1.416e-07,-0.04,-0.004,0.008,0
-1.412e-07,-0.04,-0.012,0,-0.008
-1.408e-07,-0.04,-0.012,0,0
-1.404e-07,-0.04,-0.02,0,-0.008
-1.400e-07,0,-0.02,0,-0.008
-1.396e-07,0,-0.02,-0.008,0.008
-1.392e-07,0,-0.004,-0.008,0.016
-1.388e-07,-0.04,-0.004,0,0
-1.384e-07,0,-0.004,0,0
-1.380e-07,0,0.004,0.008,0.008
-1.376e-07,-0.04,-0.004,0.008,0.016
-1.372e-07,-0.04,0.004,0.008,0.016
-1.368e-07,0,0.012,0.008,0.032
-1.364e-07,0,0.02,0.008,0.024
-1.360e-07,-0.04,0.004,0.016,0.016
-1.356e-07,-0.04,0.02,0.024,0.008
-1.352e-07,0,0.004,0.024,0.008
-1.348e-07,0,0.004,0.008,0
-1.344e-07,0,0.004,0.008,0
-1.340e-07,-0.04,0.012,0.008,-0.008
-1.336e-07,0,0.004,0.008,0
-1.332e-07,0,0.004,0.008,0
-1.328e-07,-0.04,0.004,0,0.016
-1.324e-07,0,0.004,0,0.008
-1.320e-07,-0.04,0.004,0.016,0.008
-1.316e-07,-0.04,0.004,0,0.008
-1.312e-07,0,0.004,0,0
-1.308e-07,0,-0.004,0,0
-1.304e-07,-0.04,0.004,0,0
-1.300e-07,-0.04,0.004,0.008,0
-1.296e-07,-0.04,0.004,0.008,0
-1.292e-07,-0.04,0.004,0,-0.008
-1.288e-07,0,-0.004,-0.008,-0.016
-1.284e-07,0,-0.012,0.008,-0.008
-1.280e-07,0,-0.012,0.016,0
-1.276e-07,-0.04,-0.012,0.016,0.008
-1.272e-07,0,-0.012,0.016,0.008
-1.268e-07,-0.04,-0.004,0.024,0.008
-1.264e-07,-0.04,0.004,0.016,0
-1.260e-07,0,-0.012,0.008,0.008
-1.256e-07,-0.04,-0.004,0,0
-1.252e-07,-0.04,0.004,0.016,0.008
-1.248e-07,-0.04,0.004,0.008,0.008
-1.244e-07,0,0.004,0.016,0.008
-1.240e-07,0,0.004,0.008,0
-1.236e-07,-0.04,-0.004,0,0
-1.232e-07,-0.04,-0.004,0.008,0
-1.228e-07,-0.04,-0.004,0.016,0.024
-1.224e-07,-0.04,-0.004,0.016,0.024
-1.220e-07,-0.04,0.004,0.016,0.024
-1.216e-07,0,0.004,0.008,0.008
-1.212e-07,-0.04,-0.012,0,0
-1.208e-07,0,-0.004,0,0
-1.204e-07,-0.04,0.02,0,-0.008
-1.200e-07,-0.04,0.02,0.008,-0.008
-1.196e-07,-0.04,0.004,0.008,0
-1.192e-07,-0.04,-0.012,0.008,-0.008
-1.188e-07,-0.04,-0.012,0,-0.016
-1.184e-07,-0.04,-0.012,0.008,-0.016
-1.180e-07,-0.04,-0.004,0,0
-1.176e-07,-0.04,-0.004,0,-0.008
-1.172e-07,-0.04,-0.012,0,0
-1.168e-07,-0.04,-0.004,0,0
-1.164e-07,-0.04,0.004,0,-0.008
-1.160e-07,-0.04,-0.004,0,-0.016
-1.156e-07,0,-0.004,0,-0.024
-1.152e-07,0,-0.004,-0.008,-0.008
-1.148e-07,0,-0.004,-0.008,0
-1.144e-07,0,0.004,0.008,0.016
-1.140e-07,-0.04,0.012,0.016,0.008
-1.136e-07,0,0.004,0.008,0
-1.132e-07,0,-0.004,0.016,0
-1.128e-07,0,-0.004,0.008,0.008
-1.124e-07,0,0.004,0.008,0
-1.120e-07,0,-0.004,0.008,0
-1.116e-07,-0.04,0.004,0,0.008
-1.112e-07,0,0.004,0,0.008
-1.108e-07,-0.04,0.004,0.008,0.008
-1.104e-07,-0.04,0.004,0.008,0.008
-1.100e-07,0,-0.004,0,0.008
-1.096e-07,0,-0.012,0,0.008
-1.092e-07,0,-0.012,0.008,0
-1.088e-07,0,-0.004,0.008,0
-1.084e-07,-0.04,-0.012,0.016,0
-1.080e-07,0,-0.02,0.008,0.008
-1.076e-07,0,-0.02,0,0
-1.072e-07,0,-0.004,-0.008,0.008
-1.068e-07,0,-0.004,0,0.008
-1.064e-07,-0.04,-0.004,0.008,0
-1.060e-07,0,-0.004,0.008,0
-1.056e-07,0,0.004,0.008,0.016
-1.052e-07,0,-0.004,0.016,0.008
-1.048e-07,0,-0.004,0.008,0
-1.044e-07,0,0.004,0.016,0.008
-1.040e-07,0,-0.012,0.016,0
-1.036e-07,-0.04,0.012,0,0
-1.032e-07,0,0.02,0.008,0.008
-1.028e-07,-0.04,0.02,0.008,0
-1.024e-07,-0.04,0.004,0.016,0
-1.020e-07,0,0.004,0.016,0.008
-1.016e-07,-0.04,0.012,0.024,0.008
-1.012e-07,0,0.012,0.024,0.008
-1.008e-07,-0.04,0.028,0.024,0.016
-1.004e-07,-0.04,0.02,0.032,0.016
-1.000e-07,-0.04,0.004,0.024,0.016
-9.960e-08,0,-0.012,0.008,0.008
-9.920e-08,0,-0.012,0,0.008
-9.880e-08,-0.04,-0.02,0,0.008
-9.840e-08,-0.04,-0.012,0,0.008
-9.800e-08,-0.04,0.004,0,0.008
-9.760e-08,0,0.004,0,0.008
-9.720e-08,-0.04,-0.012,-0.008,0
-9.680e-08,0,-0.028,-0.008,0
-9.640e-08,-0.04,-0.02,-0.008,0
-9.600e-08,-0.04,-0.028,0,0
-9.560e-08,-0.04,-0.02,0.008,-0.008
-9.520e-08,-0.04,-0.012,0,-0.008
-9.480e-08,-0.04,-0.02,0,-0.016
-9.440e-08,0,-0.012,-0.008,0
-9.400e-08,-0.04,0.012,0,0
-9.360e-08,0,0.004,0.016,0.008
-9.320e-08,0,0.004,0.016,0
-9.280e-08,0,0.012,0.016,0.008
-9.240e-08,-0.08,0.012,0.016,0.008
-9.200e-08,-0.04,0.02,0.016,0.008
-9.160e-08,-0.04,0.012,0.016,0.008
-9.120e-08,0,-0.004,0,0
-9.080e-08,0,-0.012,0.008,0
-9.040e-08,0,-0.004,0.024,-0.008
-9.000e-08,-0.04,0.004,0.016,-0.008
-8.960e-08,-0.04,0.004,0.016,-0.008
-8.920e-08,0,0.004,0,0.008
-8.880e-08,-0.04,-0.004,0,0.008
-8.840e-08,-0.04,-0.004,0,0.008
-8.800e-08,0,-0.012,0,0.016
-8.760e-08,0,0.012,0.008,0.008
-8.720e-08,0,-0.004,0.024,0.016
-8.680e-08,-0.04,-0.004,0.008,0.008
-8.640e-08,-0.04,-0.004,0.008,0
-8.600e-08,0,-0.028,0,-0.008
-8.560e-08,0,-0.02,-0.008,-0.008
-8.520e-08,0,-0.004,0.008,-0.008
-8.480e-08,-0.04,-0.004,0,-0.008
-8.440e-08,0,-0.004,0,0
-8.400e-08,0,0.004,0.016,0
-8.360e-08,0,-0.012,0.016,0.008
-8.320e-08,-0.04,-0.004,0.016,0.016
-8.280e-08,-0.04,-0.004,0.024,0.024
-8.240e-08,-0.04,-0.004,0.016,0.016
-8.200e-08,-0.04,0.004,0.008,0.008
-8.160e-08,0,0.012,0.016,0
-8.120e-08,-0.04,0.02,0.016,-0.008
-8.080e-08,0,0.012,0.016,0
-8.040e-08,0,0.004,0.016,0.008
-8.000e-08,-0.04,-0.004,0.016,0
-7.960e-08,-0.04,-0.012,0.008,0
-7.920e-08,-0.04,-0.004,-0.008,0
-7.880e-08,0,-0.004,-0.008,0
-7.840e-08,0,-0.02,-0.008,-0.008
-7.800e-08,0,-0.012,0.008,0
-7.760e-08,-0.04,0.012,0.016,0.008
-7.720e-08,-0.04,0.004,0.016,0.008
-7.680e-08,-0.04,-0.004,0,0
-7.640e-08,0,0.004,0,0
-7.600e-08,-0.04,-0.004,0.008,0.008
-7.560e-08,-0.04,-0.004,0.008,0
-7.520e-08,-0.04,-0.004,0,0
-7.480e-08,-0.04,-0.012,0,-0.008
-7.440e-08,-0.04,-0.012,0,0
-7.400e-08,0,-0.012,0.008,-0.008
-7.360e-08,0,0.004,0,-0.008
-7.320e-08,0,0.004,0.008,-0.008
-7.280e-08,-0.04,0.012,0,-0.008
-7.240e-08,-0.04,0.012,0.016,0.008
-7.200e-08,-0.04,0.004,0.024,0.008
-7.160e-08,-0.04,0.012,0.024,0.008
-7.120e-08,-0.08,0.028,0.008,-0.008
-7.080e-08,-0.04,0.012,0,-0.016
-7.040e-08,0,0.012,0.008,0
-7.000e-08,0,0.012,0.008,0
-6.960e-08,0,0.012,0,0
-6.920e-08,-0.04,0.004,0,0.008
-6.880e-08,0,0.004,0,-0.008
-6.840e-08,0,-0.004,0,-0.008
-6.800e-08,-0.04,-0.004,0,-0.008
-6.760e-08,-0.04,-0.004,0,0
-6.720e-08,-0.04,-0.004,0,0
-6.680e-08,-0.04,-0.004,0,0
-6.640e-08,0,-0.012,0,0.008
-6.600e-08,0,-0.012,0,0
-6.560e-08,0,-0.012,0,0.008
-6.520e-08,-0.04,-0.004,0.008,0.008
-6.480e-08,-0.04,-0.004,0.008,0.008
-6.440e-08,0,0.004,0.016,0.016
-6.400e-08,0,-0.004,0.024,0.016
-6.360e-08,-0.04,-0.004,0.016,0.008
-6.320e-08,-0.04,-0.004,0.024,0.016
-6.280e-08,-0.04,0.004,0.024,0.008
-6.240e-08,0,-0.004,0.024,0
-6.200e-08,-0.04,0.004,0.008,0
-6.160e-08,-0.04,0.004,0,0
-6.120e-08,-0.04,0.004,0.008,0
-6.080e-08,-0.04,0.004,0.008,0
-6.040e-08,-0.04,-0.004,0,0
-6.000e-08,-0.04,-0.004,-0.008,0
-5.960e-08,0,-0.004,-0.008,-0.008
-5.920e-08,0,0.004,0,0.008
-5.880e-08,0,0.004,0,0.008
-5.840e-08,0,0.004,0.008,0
-5.800e-08,0,0.004,0.016,0
-5.760e-08,0,0.004,0.016,0
-5.720e-08,-0.04,-0.004,0.016,0
-5.680e-08,0,-0.012,0.016,-0.016
-5.640e-08,0,-0.012,0,-0.016
-5.600e-08,-0.04,-0.012,0,-0.024
-5.560e-08,-0.04,-0.012,0,-0.016
-5.520e-08,0,0.004,0,-0.008
-5.480e-08,-0.04,0.004,0,-0.008
-5.440e-08,-0.04,-0.004,0.008,0
-5.400e-08,0,0.004,0.016,0
-5.360e-08,-0.04,0.004,0.008,0.008
-5.320e-08,0,0.012,0.016,0
-5.280e-08,-0.04,0.012,0.024,0
-5.240e-08,0,0.012,0.008,0
-5.200e-08,0,-0.004,0,-0.008
-5.160e-08,0,-0.004,0.008,0
-5.120e-08,0,0.004,0,0.008
-5.080e-08,-0.04,0.004,-0.008,0.016
-5.040e-08,-0.04,0.004,0,0
-5.000e-08,0,0.004,0,-0.008
-4.960e-08,0,0.004,0,-0.008
-4.920e-08,0,0.004,0.016,-0.008
-4.880e-08,0,-0.004,0,0
-4.840e-08,0,-0.012,0,0.016
-4.800e-08,0,-0.028,-0.008,0.016
-4.760e-08,-0.04,-0.02,0,0.008
-4.720e-08,-0.04,-0.012,0,0
-4.680e-08,0,0.004,0,0.008
-4.640e-08,0,0.004,0.008,0.008
-4.600e-08,0,0.004,0.008,0
-4.560e-08,0,-0.012,0.008,0
-4.520e-08,-0.04,-0.012,0,0
-4.480e-08,-0.04,-0.004,0,-0.008
-4.440e-08,-0.04,0.004,0.008,0
-4.400e-08,-0.04,0.004,0.024,0
-4.360e-08,-0.04,0.004,0.032,0.008
-4.320e-08,-0.04,-0.004,0.024,0
-4.280e-08,0,-0.02,0.008,-0.032
-4.240e-08,0,-0.06,-0.168,-0.04
-4.200e-08,0,-0.068,-0.6,-0.008
-4.160e-08,0,0.084, -inf,0.072
-4.120e-08,0,0.38, -inf,0.12
-4.080e-08,0,0.604, -inf,0.12
-4.040e-08,0,0.588, -inf,0.104
-4.000e-08,0,0.452, -inf,0.048
-3.960e-08,-0.04,0.332, -inf,0.04
-3.920e-08,-0.04,0.396, -inf,0.072
-3.880e-08,-0.04,0.476, -inf,0.072
-3.840e-08,0,0.452, -inf,-0.048
-3.800e-08,-0.04,0.244, -inf,-0.12
-3.760e-08,0,0.132, -inf,-0.048
-3.720e-08,0,0.292, -inf,0.112
-3.680e-08,0,0.62, -inf,0.176
-3.640e-08,-0.04,inf, -inf,0.128
-3.600e-08,0,0.724, -inf,-0.048
-3.560e-08,0,0.436, -inf,-0.024
-3.520e-08,0,0.292, -inf,0.2
-3.480e-08,0.04,0.436, -inf,0.328
-3.440e-08,0,0.692, -inf,0.112
-3.400e-08,-0.04,0.692, -inf,-0.12
-3.360e-08,-0.04,0.556, -inf,-0.112
-3.320e-08,0,0.5, -inf,0.072
-3.280e-08,-0.04,0.58, -inf,0.104
-3.240e-08,-0.04,0.524, -inf,-0.048
-3.200e-08,-0.04,0.292, -inf,-0.16
-3.160e-08,-0.04,0.212, -inf,0.04
-3.120e-08,-0.04,0.436, -inf,0.36
-3.080e-08,0,0.74, -inf,0.424
-3.040e-08,-0.04,inf, -inf,0.24
-3.000e-08,-0.04,inf, -inf,0.08
-2.960e-08,0,0.78, -inf,0.192
-2.920e-08,-0.04,0.756, -inf,0.368
-2.880e-08,-0.04,0.748, -inf,0.288
-2.840e-08,-0.04,0.644, -inf,-0.024
-2.800e-08,-0.04,0.516, -inf,-0.088
-2.760e-08,-0.04,0.484, -inf,0.128
-2.720e-08,-0.04,0.524, -inf,0.248
-2.680e-08,-0.04,0.452, -inf,0.056
-2.640e-08,-0.04,0.124, -inf,-0.12
-2.600e-08,-0.04,-0.052, -inf,0.008
-2.560e-08,-0.04,0.14, -inf,0.28
-2.520e-08,-0.04,0.42, -inf,0.296
-2.480e-08,0,0.348, -inf,0.08
-2.440e-08,0,0.148, -inf,-0.008
-2.400e-08,-0.04,0.164, -inf,0.152
-2.360e-08,0,0.428, -inf,0.296
-2.320e-08,-0.04,0.532, -inf,0.192
-2.280e-08,-0.04,0.34, -inf,-0.048
-2.240e-08,-0.04,0.116, -inf,-0.112
-2.200e-08,-0.04,0.172, -inf,0.024
-2.160e-08,-0.04,0.332, -inf,0.096
-2.120e-08,0,0.26, -inf,-0.04
-2.080e-08,0,0.036, -inf,-0.136
-2.040e-08,0,-0.02, -inf,-0.008
-2.000e-08,0,0.14, -inf,0.192
-1.960e-08,-0.04,0.284, -inf,0.176
-1.920e-08,0,0.212, -inf,0
-1.880e-08,0,0.052, -inf,-0.04
-1.840e-08,0,0.076, -inf,0.112
-1.800e-08,-0.04,0.244, -inf,0.184
-1.760e-08,-0.04,0.268, -inf,0.048
-1.720e-08,0,0.108, -inf,-0.096
-1.680e-08,0,0.028, -inf,-0.056
-1.640e-08,-0.04,0.132, -inf,0.072
-1.600e-08,-0.04,0.22, -inf,0.064
-1.560e-08,-0.04,0.148, -inf,-0.04
-1.520e-08,-0.04,0.044, -inf,-0.056
-1.480e-08,-0.04,0.076, -inf,0.04
-1.440e-08,-0.04,0.164, -inf,0.096
-1.400e-08,0,0.132, -inf,0.056
-1.360e-08,0,0.012, -inf,0.008
-1.320e-08,0,0.06, -inf,0.112
-1.280e-08,-0.04,0.268, -inf,0.216
-1.240e-08,0,0.396, -inf,0.16
-1.200e-08,-0.04,0.276, -inf,0.016
-1.160e-08,0,0.076, -inf,-0.024
-1.120e-08,0,0.06, -inf,0.088
-1.080e-08,-0.04,0.22, -inf,0.152
-1.040e-08,0,0.292, -inf,0.072
-1.000e-08,0,0.172, -inf,-0.04
-9.600e-09,0,0.052, -inf,-0.032
-9.200e-09,-0.04,0.084, -inf,0.088
-8.800e-09,0,0.188, -inf,0.112
-8.400e-09,-0.04,0.196, -inf,0.008
-8.000e-09,-0.04,0.172, -inf,-0.064
-7.600e-09,0,0.252, -inf,0
-7.200e-09,-0.04,0.468, -inf,0.12
-6.800e-09,-0.04,0.684, -inf,0.088
-6.400e-09,-0.04,0.74, -inf,-0.048
-6.000e-09,0,0.676, -inf,-0.056
-5.600e-09,0,0.636, -inf,0.072
-5.200e-09,0,0.692, -inf,0.128
-4.800e-09,0,0.74, -inf,-0.016
-4.400e-09,0,0.692, -inf,-0.072
-4.000e-09,-0.04,0.62, -inf,0.104
-3.600e-09,0,0.62, -inf,0.4
-3.200e-09,-0.04,0.676, -inf,0.544
-2.800e-09,-0.04,0.628, -inf,0.432
-2.400e-09,-0.04,0.42, -inf,0.272
-2.000e-09,-0.04,0.244, -inf,0.304
-1.600e-09,-0.04,0.284, -inf,0.472
-1.200e-09,0,0.436, -inf,0.48
-8.000e-10,-0.08,0.42, -inf,0.208
-4.000e-10,-0.24,0.22, -inf,0.024
0.000e+00,-0.48,0.108, -inf,0.168
4.000e-10,-0.68,0.188, -inf,0.424
8.000e-10,-0.68,0.316, -inf,0.424
1.200e-09,-0.64,0.244, -inf,0.16
1.600e-09,-0.6,0.044, -inf,-0.024
2.000e-09,-0.6,-0.004, -inf,0.08
2.400e-09,-0.64,0.14, -inf,0.232
2.800e-09,-0.64,0.22, -inf,0.2
3.200e-09,-0.64,0.108, -inf,0.056
3.600e-09,-0.64,0.02, -inf,0.032
4.000e-09,-0.68,0.084, -inf,0.128
4.400e-09,-0.64,0.156, -inf,0.16
4.800e-09,-0.64,0.108, -inf,0.064
5.200e-09,-0.68,-0.004, -inf,-0.008
5.600e-09,-0.68,-0.028, -inf,0.024
6.000e-09,-0.64,0.076, -inf,0.104
6.400e-09,-0.68,0.132, -inf,0.08
6.800e-09,-0.68,0.044, -inf,0.016
7.200e-09,-0.68,-0.052, -inf,0.008
7.600e-09,-0.68,-0.012, -inf,0.08
8.000e-09,-0.64,0.1, -inf,0.12
8.400e-09,-0.68,0.108, -inf,0.056
8.800e-09,-0.68,0.004, -inf,-0.008
9.200e-09,-0.64,-0.068, -inf,0.032
9.600e-09,-0.68,-0.004, -inf,0.136
1.000e-08,-0.68,0.076, -inf,0.112
1.040e-08,-0.64,0.036, -inf,0.032
1.080e-08,-0.68,-0.052, -inf,0.008
1.120e-08,-0.68,-0.068, -inf,0.08
1.160e-08,-0.68,-0.012, -inf,0.128
1.200e-08,-0.68,-0.012, -inf,0.072
1.240e-08,-0.68,-0.164, -inf,0.096
1.280e-08,-0.64,-0.324, -inf,0.32
1.320e-08,-0.68,-0.332, -inf,0.624
1.360e-08,-0.64,-0.252, -inf,0.784
1.400e-08,-0.68,-0.244, -inf,0.76
1.440e-08,-0.68,-0.372, -inf,0.696
1.480e-08,-0.68,-0.436, -inf,0.672
1.520e-08,-0.64,-0.332, -inf,0.672
1.560e-08,-0.68,-0.172, -inf,0.584
1.600e-08,-0.68,-0.132, -inf,0.44
1.640e-08,-0.68,-0.188, -inf,0.352
1.680e-08,-0.68,-0.188, -inf,0.376
1.720e-08,-0.68,-0.116, -inf,0.392
1.760e-08,-0.64,-0.1, -inf,0.312
1.800e-08,-0.64,-0.164, -inf,0.208
1.840e-08,-0.68,-0.204, -inf,0.168
1.880e-08,-0.64,-0.108, -inf,0.208
1.920e-08,-0.68,-0.012, -inf,0.208
1.960e-08,-0.68,-0.02, -inf,0.144
2.000e-08,-0.64,-0.076, -inf,0.088
2.040e-08,-0.68,-0.052, -inf,0.12
2.080e-08,-0.64,0.036, -inf,0.144
2.120e-08,-0.68,0.068, -inf,0.088
2.160e-08,-0.64,-0.004, -inf,0.016
2.200e-08,-0.64,-0.068, -inf,-0.008
2.240e-08,-0.64,-0.028, -inf,0.032
2.280e-08,-0.68,0.044, -inf,0.024
2.320e-08,-0.64,0.028, -inf,-0.032
2.360e-08,-0.68,-0.036, -inf,-0.064
2.400e-08,-0.64,-0.068, -inf,-0.04
2.440e-08,-0.68,-0.012, -inf,0.008
2.480e-08,-0.64,0.028, -inf,-0.008
2.520e-08,-0.64,0.004,-0.856,-0.056
2.560e-08,-0.68,-0.052,-0.808,-0.056
2.600e-08,-0.64,-0.028,-0.704,-0.032
2.640e-08,-0.68,0.012,-0.544,-0.024
2.680e-08,-0.68,0.02,-0.392,-0.056
2.720e-08,-0.68,-0.02,-0.216,-0.088
2.760e-08,-0.68,-0.044,-0.008,-0.064
2.800e-08,-0.68,-0.012,0.248,-0.04
2.840e-08,-0.68,0.012,0.48,-0.04
2.880e-08,-0.68,-0.012,0.616,-0.072
2.920e-08,-0.68,-0.052,0.656,-0.096
2.960e-08,-0.68,-0.06,0.688,-0.056
3.000e-08,-0.68,-0.044,0.592,0.016
3.040e-08,-0.64,-0.02,0.144,0.072
3.080e-08,-0.68,0.004,-0.28,0.072
3.120e-08,-0.64,0.02,-0.208,-0.008
3.160e-08,-0.72,-0.036,0.32,-0.056
3.200e-08,-0.68,-0.084,0.496,-0.048
3.240e-08,-0.64,-0.052,0.192,-0.008
3.280e-08,-0.68,0.004,-0.032,-0.016
